review,studyid,country,yearsofstudy,studydesign,studysize,studyquality,studypopulation,eligiblitycriteria,exposure,comparatorgroup,casedefinition,casedefinitiontype,outcomeassessment,methodoffollowuporrecall,durationoffollowuporrecall,incidenceorprevalence,exposureanalysis,healthoutcomecategory,outcomereportedbypaper,exposuredefinition,numberexposed,numberofunexposed,percentageexposedcases,percentageunexposedcases,numberofexposedcases,numberofunexposedcaes,numberofexposednoncases,numberofunexposednoncases,or,lor,uor,cor,corlower95ci,corupper95ci,aor,aorlower95ci,aorupper95ci,OR_source,symptom,region,rct,logOR,logOR_L,logOR_U,logORse,query
original,Cabelli 1982,US,1974-1977,Prospective cohort,26686,Moderate,Family groups (with children <10) visiting the beach on the study weekends,No swimming in the 5 midweeks days immediately before or after the weekend or at other beach locations on either weekend day,Swimmer,Non-swimmer,Not reported,Single,Self-reported,Telephone,7 - 10 days,Incidence,both,Enteric,Diarrhoea,"In the water for 10 min or more, head and face immersed in water",7375,4472,,,231,70,7144,4402,2.033399105,1.545261025,2.701962948,,,,,,,,Diarrhoea,North America,No,0.70970881,0.435192853,0.9939785,0.142547354,
original,Cabelli 1982,US,1974-1977,Prospective cohort,26686,Moderate,Family groups (with children <10) visiting the beach on the study weekends,No swimming in the 5 midweeks days immediately before or after the weekend or at other beach locations on either weekend day,Swimmer,Non-swimmer,,Single,Self-reported,Telephone,7 - 10 days,Incidence,both,Enteric,Stomach ache,"In the water for 10 min or more, head and face immersed in water",7375,4472,,,259,106,7116,4366,1.499137998,1.187289,1.90307796,,,,,,,,Stomach ache,North America,No,0.404890269,0.171672553,0.643472552,0.120357141,
original,Cabelli 1982,US,1974-1977,Prospective cohort,26686,Moderate,Family groups (with children <10) visiting the beach on the study weekends,No swimming in the 5 midweeks days immediately before or after the weekend or at other beach locations on either weekend day,Swimmer,Non-swimmer,Not reported,Single,Self-reported,Telephone,7 - 10 days,Incidence,both,Enteric,Nausea,"In the water for 10 min or more, head and face immersed in water",7375,4472,,,145,73,7230,4399,1.208539009,0.903545022,1.627393961,,,,,,,,Nausea,North America,No,0.189412206,-0.101429343,0.486979932,0.150104403,
original,Cabelli 1982,US,1974-1977,Prospective cohort,26686,Moderate,Family groups (with children <10) visiting the beach on the study weekends,No swimming in the 5 midweeks days immediately before or after the weekend or at other beach locations on either weekend day,Swimmer,Non-swimmer,"Having at least 1 of the following symptom groups: 1)vomiting, 2) instances of diarrhoea accompanied by a fever or that were disabling, or 3) cases of nausea and stomach ache accompanied by a fever",Multi-symptom,Self-reported,Telephone,7 - 10 days,Incidence,both,Enteric,Highly credible GI,"In the water for 10 min or more, head and face immersed in water",,,,,,,,,2.226999998,1.204859018,4.43611908,,,,,,,,Gastrointestinal infection (case definition requires at least one of a list of symptoms),North America,No,0.800655365,0.186362565,1.489779949,0.332504421,
original,Cabelli 1982,US,1974-1977,Prospective cohort,26686,Moderate,Family groups (with children <10) visiting the beach on the study weekends,No swimming in the 5 midweeks days immediately before or after the weekend or at other beach locations on either weekend day,Swimmer,Non-swimmer,,Multi-symptom,Self-reported,Telephone,7 - 10 days,Incidence,both,Ear,Earache or runny ears,"In the water for 10 min or more, head and face immersed in water",7375,4472,,,165,52,7210,4420,1.945214987,1.412498951,2.716609955,,,,,,,,Ear infection (sensitive case definition),North America,No,0.665372491,0.345360428,0.999384761,0.166842937,
original,Cabelli 1982,US,1974-1977,Prospective cohort,26686,Moderate,Family groups (with children <10) visiting the beach on the study weekends,No swimming in the 5 midweeks days immediately before or after the weekend or at other beach locations on either weekend day,Swimmer,Non-swimmer,Not reported,Can't tell,Self-reported,Telephone,7 - 10 days,Incidence,both,Enteric,Severe GI,"In the water for 10 min or more, head and face immersed in water",2069,2004,,,62,58,2007,1946,1.036476016,0.70871532,1.517424941,,,,,,,,Gastrointestinal infection (case definition not reported),North America,No,0.035826512,-0.344301343,0.417014778,0.194213301,
original,Cabelli 1982,US,1974-1977,Prospective cohort,26686,Moderate,Family groups (with children <10) visiting the beach on the study weekends,No swimming in the 5 midweeks days immediately before or after the weekend or at other beach locations on either weekend day,Swimmer,Non-swimmer,"Any of vomiting, diarrhoea, stomachache or nausea",Multi-symptom,Self-reported,Telephone,7 - 10 days,Incidence,both,Enteric,Gastointestinal illness,"In the water for 10 min or more, head and face immersed in water",16695,9452,,,1121,443,15574,9009,1.519999981,1.350000024,1.710000038,,,,,,,,Gastrointestinal infection (case definition requires at least one of a list of symptoms),North America,No,0.418710321,0.300104618,0.536493421,0.060303267,
original,Cabelli 1982,US,1974-1977,Prospective cohort,26686,Moderate,Family groups (with children <10) visiting the beach on the study weekends,No swimming in the 5 midweeks days immediately before or after the weekend or at other beach locations on either weekend day,Swimmer,Non-swimmer,,Single,Self-reported,Telephone,7 - 10 days,Incidence,both,Enteric,Vomiting,"In the water for 10 min or more, head and face immersed in water",7375,4472,,,103,37,7272,4435,1.697756052,1.153278947,2.548063993,,,,,,,,Vomiting,North America,No,0.529307425,0.142609149,0.935333848,0.202225685,
original,Calderon 1982,US,1980,Case control,58,Poor,Children aged 4 years - 17 years,Cases were included after being diagnosed by a physician. Controls were health and matched by age (+/-2 years) and sex,Swimming,No recent history of swimming,Not reported,Can't tell,Physician-diagnosed,,7 days,Incidence,any,Ear,Otitis externa,any,,,,,,,,,23,0.61303401,862.9210815,,,,,,,,Ear infection (case definition not reported),North America,No,3.135494232,-0.489334852,6.760323048,1.849402547,
original,Charoenca 1995,US,1989,Case-control ,106,Poor,Children attending a healthcare facility,Age 4 months to 16 years,"Any water contact, swimming, boogie boarding, wading",Non-bathers,,,Physician-diagnosed,,10 days,Incidence,any,Specific,Staphylococcal skin infection,Self reported ,,,,,,,,,3.779999971,1.570000052,9.119999886,,,,,,,,Staphylococcal skin infection,North America,No,1.329723954,0.451075643,2.210469723,0.448825032,
original,Colford 2005,US,2003,Prospective cohort,8797,Good,Beach goers,"No previous participation in the study, at least one family member of the household at the beach was at least 18 years old, home address in the US/Canada/Mexico, had not swam (face or head underwater) in the ocean or in a lake in the previous 7 days",Any water contact,Non-swimmers,vomiting+fever,combination,Self-repored in follow up interview,Computer-aided telephone interview,10-14 days ,Incidence,any,Enteric,HCGI-2,"Any water contact, water up to the shoulder, water on the face, face under water, water in the mouth, swallowed water",4612,3457,,,46,21,4566,3436,0.930000007,0.49000001,1.75,,,,0.930000007,0.49000001,1.75,,Gastrointestinal infection (case definition requires two or more symptoms),North America,No,-0.072570682,-0.713349879,0.559615791,0.324736148,
original,Colford 2005,US,2003,Prospective cohort,8797,Good,Beach goers,"No previous participation in the study, at least one family member of the household at the beach was at least 18 years old, home address in the US/Canada/Mexico, had not swam (face or head underwater) in the ocean or in a lake in the previous 7 days",Water on face,non-swimmers,Not reported,Single,Self-repored in follow up interview,Computer-aided telephone interview,10-14 days ,Incidence,head,Enteric,Vomiting,Water on the face,3575,3581,,,79,61,3496,3520,0.920000017,0.610000014,1.370000005,,,,0.920000017,0.610000014,1.370000005,,Vomiting,North America,No,-0.083381593,-0.494296312,0.314810753,0.206404865,
original,Colford 2005,US,2003,Prospective cohort,8797,Good,Beach goers,"No previous participation in the study, at least one family member of the household at the beach was at least 18 years old, home address in the US/Canada/Mexico, had not swam (face or head underwater) in the ocean or in a lake in the previous 7 days",Any water contact,Non-swimmers,earache,Single,Self-repored in follow up interview,Computer-aided telephone interview,10-14 days ,Incidence,any,Ear,Earache,any,4908,3695,,,113,67,4795,3628,0.959999979,0.649999976,1.440000057,,,,0.959999979,0.649999976,1.440000057,,Earache (single symptom case definition),North America,No,-0.040822018,-0.430782944,0.364643157,0.202914819,
original,Colford 2005,US,2003,Prospective cohort,8797,Good,Beach goers,"No previous participation in the study, at least one family member of the household at the beach was at least 18 years old, home address in the US/Canada/Mexico, had not swam (face or head underwater) in the ocean or in a lake in the previous 7 days",Water on face,non-swimmers,Not reported,Single,Self-repored in follow up interview,Computer-aided telephone interview,10-14 days ,Incidence,head,Enteric,Cramps,Water on the face,3574,3581,,,168,143,3406,3438,1.139999986,0.860000014,1.50999999,,,,1.139999986,0.860000014,1.50999999,,Stomach ache,North America,No,0.13102825,-0.150822878,0.412109643,0.143605232,
original,Colford 2005,US,2003,Prospective cohort,8797,Good,Beach goers,"No previous participation in the study, at least one family member of the household at the beach was at least 18 years old, home address in the US/Canada/Mexico, had not swam (face or head underwater) in the ocean or in a lake in the previous 7 days",Water on face,non-swimmers,earache,Single,Self-repored in follow up interview,Computer-aided telephone interview,10-14 days ,Incidence,head,Ear,Earache,head,3635,3695,,,87,67,3548,3628,1,0.639999986,1.559999943,,,,1,0.639999986,1.559999943,,Earache (single symptom case definition),North America,No,0,-0.446287125,0.444685787,0.227289006,
original,Colford 2005,US,2003,Prospective cohort,8797,Good,Beach goers,"No previous participation in the study, at least one family member of the household at the beach was at least 18 years old, home address in the US/Canada/Mexico, had not swam (face or head underwater) in the ocean or in a lake in the previous 7 days",Any water contact,Non-swimmers,Not reported,Single,Self-repored in follow up interview,Computer-aided telephone interview,10-14 days ,Incidence,any,Enteric,Vomiting,"Any water contact, water up to the shoulder, water on the face, face under water, water in the mouth, swallowed water",4797,3581,,,91,61,4706,3520,0.850000024,0.579999983,1.25999999,,,,0.850000024,0.579999983,1.25999999,,Vomiting,North America,No,-0.162518904,-0.544727206,0.23111172,0.197918087,
original,Colford 2005,US,2003,Prospective cohort,8797,Good,Beach goers,"No previous participation in the study, at least one family member of the household at the beach was at least 18 years old, home address in the US/Canada/Mexico, had not swam (face or head underwater) in the ocean or in a lake in the previous 7 days",Any water contact,Non-swimmers,Not reported,Single,Self-repored in follow up interview,Computer-aided telephone interview,10-14 days ,Incidence,any,Enteric,Nausea,"Any water contact, water up to the shoulder, water on the face, face under water, water in the mouth, swallowed water",4797,3577,,,110,93,4687,3484,0.879999995,0.639999986,1.230000019,,,,0.879999995,0.639999986,1.230000019,,Nausea,North America,No,-0.127833381,-0.446287125,0.207014188,0.166658491,
original,Colford 2005,US,2003,Prospective cohort,8797,Good,Beach goers,"No previous participation in the study, at least one family member of the household at the beach was at least 18 years old, home address in the US/Canada/Mexico, had not swam (face or head underwater) in the ocean or in a lake in the previous 7 days",Water on face,non-swimmers,Not reported,Single,Self-repored in follow up interview,Computer-aided telephone interview,10-14 days ,Incidence,head,Enteric,Nausea,Water on the face,3575,3577,,,93,93,3482,3484,1.110000014,0.769999981,1.610000014,,,,1.110000014,0.769999981,1.610000014,,Nausea,North America,No,0.104360029,-0.261364788,0.476234198,0.188163012,
original,Colford 2005,US,2003,Prospective cohort,8797,Good,Beach goers,"No previous participation in the study, at least one family member of the household at the beach was at least 18 years old, home address in the US/Canada/Mexico, had not swam (face or head underwater) in the ocean or in a lake in the previous 7 days",Water on face,non-swimmers,vomiting+fever,combination,Self-repored in follow up interview,Computer-aided telephone interview,10-14 days ,Incidence,head,Enteric,HCGI-2,Water on the face,3428,3457,,,45,21,3383,3436,1.110000014,0.569999993,2.130000114,,,,1.100000024,0.569999993,2.130000114,,Gastrointestinal infection (case definition requires two or more symptoms),North America,No,0.104360029,-0.562118948,0.756122053,0.336285979,
original,Colford 2005,US,2003,Prospective cohort,8797,Good,Beach goers,"No previous participation in the study, at least one family member of the household at the beach was at least 18 years old, home address in the US/Canada/Mexico, had not swam (face or head underwater) in the ocean or in a lake in the previous 7 days",Any water contact,Non-swimmers,ear discharge,Single,Self-repored in follow up interview,Computer-aided telephone interview,10-14 days ,Incidence,any,Ear,Ear discharge,any,4909,3695,,,16,20,4893,3675,0.400000006,0.159999996,1.00999999,,,,0.400000006,0.159999996,1.00999999,,Ear discharge (single symptom case definition),North America,No,-0.9162907,-1.83258152,0.009950321,0.470033646,
original,Colford 2005,US,2003,Prospective cohort,8797,Good,Beach goers,"No previous participation in the study, at least one family member of the household at the beach was at least 18 years old, home address in the US/Canada/Mexico, had not swam (face or head underwater) in the ocean or in a lake in the previous 7 days",Water on face,non-swimmers,Not reported,Single,Self-repored in follow up interview,Computer-aided telephone interview,10-14 days ,Incidence,head,Enteric,Diarrhoea,Water on the face,3575,3581,,,164,122,3411,3459,1.539999962,1.159999967,2.059999943,,,,1.539999962,1.159999967,2.059999943,,Diarrhoea,North America,No,0.431782395,0.148419976,0.72270596,0.146501526,
original,Colford 2005,US,2003,Prospective cohort,8797,Good,Beach goers,"No previous participation in the study, at least one family member of the household at the beach was at least 18 years old, home address in the US/Canada/Mexico, had not swam (face or head underwater) in the ocean or in a lake in the previous 7 days",Water on face,non-swimmers,ear discharge,Single,Self-repored in follow up interview,Computer-aided telephone interview,10-14 days ,Incidence,head,Ear,Ear discharge,head,3636,3695,,,12,20,3624,3675,0.469999999,0.189999998,1.129999995,,,,0.469999999,0.189999998,1.129999995,,Ear discharge (single symptom case definition),North America,No,-0.755022585,-1.660731196,0.122217625,0.454833895,
original,Colford 2005,US,2003,Prospective cohort,8797,Good,Beach goers,"No previous participation in the study, at least one family member of the household at the beach was at least 18 years old, home address in the US/Canada/Mexico, had not swam (face or head underwater) in the ocean or in a lake in the previous 7 days",Any water contact,Non-swimmers,Not reported,Single,Self-repored in follow up interview,Computer-aided telephone interview,10-14 days ,Incidence,any,Enteric,Cramps,"Any water contact, water up to the shoulder, water on the face, face under water, water in the mouth, swallowed water",4796,3581,,,216,143,4580,3438,1.070000052,0.810000002,1.419999957,,,,1.070000052,0.810000002,1.419999957,,Stomach ache,North America,No,0.0676587,-0.210721031,0.350656837,0.143208638,
original,Colford 2005,US,2003,Prospective cohort,8797,Good,Beach goers,"No previous participation in the study, at least one family member of the household at the beach was at least 18 years old, home address in the US/Canada/Mexico, had not swam (face or head underwater) in the ocean or in a lake in the previous 7 days",Any water contact,Non-swimmers,Not reported,Single,Self-repored in follow up interview,Computer-aided telephone interview,10-14 days ,Incidence,any,Enteric,Diarrhoea,"Any water contact, water up to the shoulder, water on the face, face under water, water in the mouth, swallowed water",4798,3581,,,216,122,4582,3459,1.360000014,1.039999962,1.779999971,,,,1.360000014,1.039999962,1.779999971,,Diarrhoea,North America,No,0.307484716,0.039220676,0.576613367,0.137089968,
original,Colford 2012,US,2007 - 2008,Prospective cohort,9525,Good,Beachgoers adults and children,"No previous participation in the study, at least one family member of the household at the beach was at least 18 years old, home address in the US/Canada/Mexico, verbal consent",head immersion (berm combined),non-swimmers (no water contact),earache,Single,self-reported symptoms,telephone interview,10-14 days,Incidence,head,Ear,Earache,head,3290,3585,,,74,43,3216,3542,1.99000001,1.25999999,3.140000105,2.24000001,1.470000029,3.430000067,1.99000001,1.25999999,3.140000105,,Earache (single symptom case definition),North America,No,0.68813467,0.23111172,1.144222856,0.232936516,
original,Colford 2012,US,2007 - 2008,Prospective cohort,9525,Good,Beachgoers adults and children,"No previous participation in the study, at least one family member of the household at the beach was at least 18 years old, home address in the US/Canada/Mexico, verbal consent",body immersion (berm combined),no water contact,Not reported,Single,self-reported symptoms,telephone interview,10-14 days,Incidence,any,Enteric,Vomiting,water contact above the waist,4335,3585,,,71,54,4264,3531,0.639999986,0.400000006,1.00999999,1.080000043,0.74000001,1.570000052,0.639999986,0.400000006,1.00999999,,Vomiting,North America,No,-0.446287125,-0.9162907,0.009950321,0.23628597,
original,Colford 2012,US,2007 - 2008,Prospective cohort,9525,Good,Beachgoers adults and children,"No previous participation in the study, at least one family member of the household at the beach was at least 18 years old, home address in the US/Canada/Mexico, verbal consent",body immersion (berm combined),no water contact,Not reported,Single,self-reported symptoms,telephone interview,10-14 days,Incidence,any,Enteric,Nausea,water contact above the waist,4335,3585,,,101,85,4234,3500,0.870000005,0.579999983,1.299999952,0.980000019,0.720000029,1.340000033,0.870000005,0.579999983,1.299999952,,Nausea,North America,No,-0.139262065,-0.544727206,0.262364239,0.20589067,
original,Colford 2012,US,2007 - 2008,Prospective cohort,9525,Good,Beachgoers adults and children,"No previous participation in the study, at least one family member of the household at the beach was at least 18 years old, home address in the US/Canada/Mexico, verbal consent",head immersion (berm combined),non-swimmers (no water contact),Not reported,Single,self-reported symptoms,telephone interview,10-14 days,Incidence,head,Enteric,Vomiting,head below water line,3290,3585,,,53,54,3237,3531,0.660000026,0.400000006,1.080000043,1.070000052,0.709999979,1.590000033,0.660000026,0.400000006,1.080000043,,Vomiting,North America,No,-0.415515393,-0.9162907,0.076961078,0.253380567,
original,Colford 2012,US,2007 - 2008,Prospective cohort,9525,Good,Beachgoers adults and children,"No previous participation in the study, at least one family member of the household at the beach was at least 18 years old, home address in the US/Canada/Mexico, verbal consent",head immersion (berm combined),non-swimmers (no water contact),Not reported,Single,self-reported symptoms,telephone interview,10-14 days,Incidence,head,Enteric,Nausea,head below water line,3290,3585,,,87,84,3203,3501,1.029999971,0.670000017,1.570000052,1.110000014,0.810000002,1.539999962,1.029999971,0.670000017,1.570000052,,Nausea,North America,No,0.029558774,-0.400477529,0.451075643,0.217232957,
original,Colford 2012,US,2007 - 2008,Prospective cohort,9525,Good,Beachgoers adults and children,"No previous participation in the study, at least one family member of the household at the beach was at least 18 years old, home address in the US/Canada/Mexico, verbal consent",body immersion (berm combined),no water contact,earache,Single,self-reported symptoms,telephone interview,10-14 days,Incidence,any,Ear,Earache,any,4335,3585,,,90,43,4245,3542,1.730000019,1.049999952,2.849999905,2.069999933,1.370000005,3.130000114,1.730000019,1.049999952,2.849999905,,Earache (single symptom case definition),North America,No,0.548121393,0.04879012,1.047318935,0.254726738,
original,Colford 2012,US,2007 - 2008,Prospective cohort,9525,Good,Beachgoers adults and children,"No previous participation in the study, at least one family member of the household at the beach was at least 18 years old, home address in the US/Canada/Mexico, verbal consent",head immersion (berm combined),non-swimmers (no water contact),3 or more loose stools in 24h,Single,self-reported symptoms,telephone interview,10-14 days,Incidence,head,Enteric,Diarrhoea,head below water line,3290,3585,,,151,125,3139,3460,1.460000038,1.070000052,1.99000001,1.429999948,1.070000052,1.899999976,1.460000038,1.070000052,1.99000001,,Diarrhoea,North America,No,0.378436476,0.0676587,0.68813467,0.158284679,
original,Colford 2012,US,2007 - 2008,Prospective cohort,9525,Good,Beachgoers adults and children,"No previous participation in the study, at least one family member of the household at the beach was at least 18 years old, home address in the US/Canada/Mexico, verbal consent",body immersion (berm combined),no water contact,Not reported,Single,self-reported symptoms,telephone interview,10-14 days,Incidence,any,Enteric,Cramps,water contact above the waist,4335,3585,,,246,165,4089,3420,1.200000048,0.939999998,1.549999952,1.289999962,1.029999971,1.610000014,1.200000048,0.939999998,1.549999952,,Stomach ache,North America,No,0.182321593,-0.061875407,0.438254893,0.127584264,
original,Colford 2012,US,2007 - 2008,Prospective cohort,9525,Good,Beachgoers adults and children,"No previous participation in the study, at least one family member of the household at the beach was at least 18 years old, home address in the US/Canada/Mexico, verbal consent",body immersion (berm combined),no water contact,"any of diarrhoea, vomiting, nausea+stomach cramps, nausea+missed daily activites or stomach cramps+missed daily activities",Multi-symptom,self-reported symptoms,telephone interview,10-14 days,Incidence,any,Enteric,HCGI,water contact above the waist,4335,3585,,,296,193,4039,3392,1.159999967,0.899999976,1.5,1.379999995,1.120000005,1.710000038,1.159999967,0.899999976,1.5,,Gastrointestinal infection (case definition requires at least one of a list of symptoms),North America,No,0.148419976,-0.105360545,0.405465096,0.130312666,
original,Colford 2012,US,2007 - 2008,Prospective cohort,9525,Good,Beachgoers adults and children,"No previous participation in the study, at least one family member of the household at the beach was at least 18 years old, home address in the US/Canada/Mexico, verbal consent",body immersion (berm combined),no water contact,3 or more loose stools in 24h,Single,self-reported symptoms,telephone interview,10-14 days,Incidence,any,Enteric,Diarrhoea,water contact above the waist,4335,3585,,,199,125,4136,3460,1.379999995,1.029999971,1.860000014,1.419999957,1.090000033,1.850000024,1.379999995,1.029999971,1.860000014,,Diarrhoea,North America,No,0.322083503,0.029558774,0.620576501,0.15076983,
original,Colford 2012,US,2007 - 2008,Prospective cohort,9525,Good,Beachgoers adults and children,"No previous participation in the study, at least one family member of the household at the beach was at least 18 years old, home address in the US/Canada/Mexico, verbal consent",head immersion (berm combined),non-swimmers (no water contact),Not reported,Single,self-reported symptoms,telephone interview,10-14 days,Incidence,head,Enteric,Cramps,head below water line,3290,3585,,,190,165,3100,3420,1.279999971,0.980000019,1.659999967,1.309999943,1.029999971,1.669999957,1.279999971,0.980000019,1.659999967,,Stomach ache,North America,No,0.246860057,-0.020202687,0.506817579,0.134443939,
original,Colford 2012,US,2007 - 2008,Prospective cohort,9525,Good,Beachgoers adults and children,"No previous participation in the study, at least one family member of the household at the beach was at least 18 years old, home address in the US/Canada/Mexico, verbal consent",head immersion (berm combined),non-swimmers (no water contact),"any of diarrhoea, vomiting, nausea+stomach cramps, nausea+missed daily activites or stomach cramps+missed daily activities",Multi-symptom,self-reported symptoms,telephone interview,10-14 days,Incidence,head,Enteric,HCGI,head below water line,3290,3585,,,228,193,3062,3392,1.25,0.959999979,1.629999995,1.399999976,1.120000005,1.75999999,1.25,0.959999979,1.629999995,,Gastrointestinal infection (case definition requires at least one of a list of symptoms),North America,No,0.223143548,-0.040822018,0.488580018,0.135051534,
original,Corbett 1993,Australia,1989 - 1990,Prospective cohort,2968,Moderate,Adult beach goers,"15 years old or more, had not swum in 5 days prior to first interview, did not have an illness that prevented them from swimming on the interview day",all swimmers,Did not swim,Not reported,Single,,,,Incidence,both,Enteric,Vomiting ,immersion of head and face in water,1924,915,,,19,8,1905,907,1.130774021,0.470498115,2.997059107,,,,,,,,Vomiting,Oceania,No,0.122902371,-0.753963351,1.097631454,0.47234562,
original,Corbett 1993,Australia,1989 - 1990,Prospective cohort,2968,Moderate,Adult beach goers,"15 years old or more, had not swum in 5 days prior to first interview, did not have an illness that prevented them from swimming on the interview day",all swimmers,Did not swim,Not reported,Can't tell,,,,Incidence,any,Any,Any symptom,,1924,915,,,616,151,1308,764,1.899999976,1.399999976,2.400000095,,,,,,,,Any symptom of infection,Oceania,No,0.641853869,0.336472213,0.875468791,0.137499124,
original,Corbett 1993,Australia,1989 - 1990,Prospective cohort,2968,Moderate,Adult beach goers,"15 years old or more, had not swum in 5 days prior to first interview, did not have an illness that prevented them from swimming on the interview day",all swimmers,Did not swim,Not reported,Single,,,,Incidence,both,Enteric,Diarrhoea,immersion of head and face in water,1924,915,,,70,20,1854,895,1.689589977,1.00812304,2.950505018,,,,,,,,Diarrhoea,Oceania,No,0.524485886,0.008090226,1.081976295,0.273950517,
original,Corbett 1993,Australia,1989 - 1990,Prospective cohort,2968,Moderate,Adult beach goers,"15 years old or more, had not swum in 5 days prior to first interview, did not have an illness that prevented them from swimming on the interview day",all swimmers,Did not swim,Not reported,Can't tell,,,,Incidence,head,Any,Any symptom,,1924,915,,,616,151,1308,764,1.899999976,1.450000048,2.49000001,,,,,,,,Any symptom of infection,Oceania,No,0.641853869,0.371563584,0.912282705,0.137938544,
original,Corbett 1993,Australia,1989 - 1990,Prospective cohort,2968,Moderate,Adult beach goers,"15 years old or more, had not swum in 5 days prior to first interview, did not have an illness that prevented them from swimming on the interview day",all swimmers,Did not swim,Not reported,Can't tell,,,,Incidence,both,Ear,Ear symptoms,both,1924,915,,,,,,,3.599999905,1.799999952,7.199999809,,,,3.599999905,1.799999952,7.199999809,,Ear infection (case definition not reported),Oceania,No,1.280933857,0.587786615,1.974081039,0.353646547,
original,Corbett 1993,Australia,1989 - 1990,Prospective cohort,2968,Moderate,Adult beach goers,"15 years old or more, had not swum in 5 days prior to first interview, did not have an illness that prevented them from swimming on the interview day",all swimmers,Did not swim,Not reported,Can't tell,,,,Incidence,both,Enteric,Gastrointestinal symptoms,,,,,,,,,,1.5,0.800000012,2.700000048,,,,,,,,Gastrointestinal infection (case definition not reported),Oceania,No,0.405465096,-0.223143533,0.993251801,0.31030494,
original,Dale 2009,Australia,1997 - 1999,Community cohort/cross-sectional,2794,Moderate,Melbourne community,"Household consists of at least 4 members, comprising 2 or more children aged 1-15yrs. Each participant had to consume at least one glass of tap water per day. Individuals were excluded if they were immunocompromised, had a chronic diarroheal illness, or were on long term antibiotic therapy. Excluded if failed to return three sequential sets of diaries.",Swimming,non-swimmers,"any within 24h: 1)2 or more loose stools, 2)2or more episodes of vomiting, 3)1 loose stool plus abdominal pain or nausea or vomiting, 4)1 episode of vomiting plus abdominal pain or nausea",Multi-symptom,self-reported symptoms,Weekly food diary,7-14 days,Incidence,any,Enteric,HCGI,Not reported,,,,,,,,,1.049999952,0.939999998,1.190000057,1.120000005,1.00999999,1.25,1.049999952,0.939999998,1.190000057,,Gastrointestinal infection (case definition requires at least one of a list of symptoms),Oceania,No,0.04879012,-0.061875407,0.173953354,0.060160398,
original,Fleisher 2010,US,2007-2008,Randomised exposure trial,1303,Good,"Local adult residents, regular swimmers","Adults (18 or older), regularly bathe in recreational marine waters, lived in South Florida at least 6 months or more per year, no chronic gastrointestinal, respiratory disease, skin or eye disease, volunteer, understand and able to speak English/Spanish, had completed pre-trial interview in the week running up to exposure day. Absence of significant illness on study day. ",Swimming,No water contact,"Any of vomiting, diarrhoea, indigestion+fever, or nausea+fever",Multi-symptom,Self-repored in follow up interview,Telephone interview,7 days,Incidence,both,Enteric,Gastro,15 minutes in water and immerse head three times,652,651,,,31,18,621,633,1.789999962,0.939999998,3.430000067,1.75999999,0.980000019,3.190000057,1.789999962,0.939999998,3.430000067,,Gastrointestinal infection (case definition requires at least one of a list of symptoms),North America,Yes,0.582215607,-0.061875407,1.232560277,0.330213189,
original,Fleisher 2010,US,2007-2008,Randomised exposure trial,1303,Good,"Local adult residents, regular swimmers","Adults (18 or older), regularly bathe in recreational marine waters, lived in South Florida at least 6 months or more per year, no chronic gastrointestinal, respiratory disease, skin or eye disease, volunteer, understand and able to speak English/Spanish, had completed pre-trial interview in the week running up to exposure day. Absence of significant illness on study day. ",Swimming,No water contact,Sore or discharge,Multi-symptom,Self-repored in follow up interview,Telephone interview,7 days,Incidence,both,Ear,Ear,both,652,651,,,6,3,646,648,2.006191969,0.426080197,12.44264984,,,,,,,,Ear infection (sensitive case definition),North America,Yes,0.696238399,-0.853127718,2.521130085,0.86078006,
original,Harrington 1993,Australia,1990 - 1991,Prospective cohort,1529,Moderate,Beach visitors aged between 14- 53,"No chronic medical problems, not less than 14 years of age, not more than 40 years of age",swimming,non-swimmers,Not reported,Can't tell,self-reported symptoms,Diary (daily entries over a period of 2 months),,Incidence,any,Enteric,Gastro,Not reported,,,,,,,,,,,,,,,,,,,Gastrointestinal infection (case definition not reported),Oceania,No,,,,,
original,Hoque 2002,New Zealand,1998-1999,Case-control,519,Poor,Community,Adults only (aged 15 years to 64 years),Swimming,Non-bathers,,,Lab-diagnosed,Self-reported by telephone,21 days,Incidence,any,Specific,Giardia infection,,,,,,,,,,1.230000019,0.670000017,2.220000029,,,,,,,,Giardia infection,Oceania,No,0.207014188,-0.400477529,0.797507226,0.305608362,
original,Ihekweazu 2006,UK,2004,Case-control study of outbreak,33,Poor,Children holidaying in Cornwall,Aged 1 - 10 years,Water contact,Non-bathers,,,Lab-diagnosed,,,Incidence,any,Specific,E. coli O157,,,,,,,,,,4.199999809,0.206879094,85.26720428,,,,,,,,E. coli O157,Europe,No,1.435084462,-1.57562077,4.445789814,1.536074162,
original,Kay 1994,UK,1989 - 1992,Randomised exposure trial,1216,Good,Beachgoers adults  ,"Aged 18 or over. Healthy (without serious heart conditions, life-threatening illness, or fear of water). Not pregnant. For analysis, people were excluded if they reported a history of illnesses pre-disposing to gastroenteritis , people experiencing gastrointestinal symptoms on the exposure day, and people where time and place they entered water was missing. ",bathers,non-bathers,feeling sick,Single,self-reported,Face-to-face interview with trained interviewers and medical examinations,7 days,Incidence,both,Enteric,Nausea,Minimum 10 minutes in water and immersed head 3 times,111,122,,,4,1,107,121,4.523364067,0.436324507,224.5337067,,,,,,,,Nausea,Europe,Yes,1.509256005,-0.829369009,5.414025784,1.592702746,
